Segment,Country,Product,Discount Band, Units Sold ,Manufacturing Price,Sale Price,Sales,COGS,Profit,Date,%Profit
Enterprise,Malaysia,Sari Roti,None," 2,012 ","Rp 16,600","Rp 20,750","Rp 41,749,000","Rp 33,399,200","Rp 8,349,800",16 Apr 2025,20%
Enterprise,Brunei,Indomie,None," 1,792 ","Rp 11,500","Rp 14,375","Rp 25,760,000","Rp 20,608,000","Rp 5,152,000",16 Apr 2025,20%
Enterprise,Malaysia,Aqua,None," 2,741 ","Rp 18,600","Rp 23,250","Rp 63,728,250","Rp 50,982,600","Rp 12,745,650",17 Apr 2025,20%
Enterprise,Vietnam,Biskuat,None, 318 ,"Rp 3,900","Rp 4,875","Rp 1,550,250","Rp 1,240,200","Rp 310,050",19 Apr 2025,20%
Enterprise,Brunei,Ultra Milk,None, 158 ,"Rp 9,000","Rp 11,250","Rp 1,777,500","Rp 1,422,000","Rp 355,500",20 Apr 2025,20%
Enterprise,Thailand,Tango,None," 2,810 ","Rp 12,900","Rp 16,125","Rp 45,311,250","Rp 36,249,000","Rp 9,062,250",25 Apr 2025,20%
Enterprise,Cambodia,Indomie,None," 2,772 ","Rp 8,600","Rp 10,750","Rp 29,799,000","Rp 23,839,200","Rp 5,959,800",26 Apr 2025,20%
Enterprise,Myanmar,Indomie,None," 2,151 ","Rp 20,300","Rp 25,375","Rp 54,581,625","Rp 43,665,300","Rp 10,916,325",29 Apr 2025,20%
Enterprise,Philippines,Sari Roti,None," 1,776 ","Rp 19,300","Rp 24,125","Rp 42,846,000","Rp 34,276,800","Rp 8,569,200",30 Apr 2025,20%
Enterprise,Vietnam,Biskuat,None," 2,687 ","Rp 7,400","Rp 9,250","Rp 24,854,750","Rp 19,883,800","Rp 4,970,950",1 May 2025,20%
Enterprise,Malaysia,Ultra Milk,None," 1,092 ","Rp 22,800","Rp 28,500","Rp 31,122,000","Rp 24,897,600","Rp 6,224,400",1 May 2025,20%
Enterprise,Myanmar,Aqua,None," 1,298 ","Rp 3,000","Rp 3,750","Rp 4,867,500","Rp 3,894,000","Rp 973,500",5 May 2025,20%
Enterprise,Indonesia,Aqua,None," 1,910 ","Rp 23,100","Rp 28,875","Rp 55,151,250","Rp 44,121,000","Rp 11,030,250",6 May 2025,20%
Enterprise,Indonesia,Chitato,None," 2,916 ","Rp 6,100","Rp 7,625","Rp 22,234,500","Rp 17,787,600","Rp 4,446,900",8 May 2025,20%
Enterprise,Singapore,Teh Botol,None," 1,140 ","Rp 19,700","Rp 24,625","Rp 28,072,500","Rp 22,458,000","Rp 5,614,500",9 May 2025,20%
Enterprise,Cambodia,Chitato,None," 2,330 ","Rp 20,700","Rp 25,875","Rp 60,288,750","Rp 48,231,000","Rp 12,057,750",9 May 2025,20%
Enterprise,Indonesia,Nugget Fiesta,None," 1,752 ","Rp 18,200","Rp 22,750","Rp 39,858,000","Rp 31,886,400","Rp 7,971,600",11 May 2025,20%
Enterprise,Laos,Tango,None," 1,835 ","Rp 9,000","Rp 11,250","Rp 20,643,750","Rp 16,515,000","Rp 4,128,750",14 May 2025,20%
Enterprise,Myanmar,Sari Roti,None," 1,182 ","Rp 12,200","Rp 15,250","Rp 18,025,500","Rp 14,420,400","Rp 3,605,100",14 May 2025,20%
Enterprise,Myanmar,Indomie,None, 212 ,"Rp 15,900","Rp 19,875","Rp 4,213,500","Rp 3,370,800","Rp 842,700",17 May 2025,20%
Enterprise,Myanmar,Sari Roti,None, 380 ,"Rp 1,600","Rp 2,000","Rp 760,000","Rp 608,000","Rp 152,000",18 May 2025,20%
Enterprise,Laos,Biskuat,None," 2,850 ","Rp 21,400","Rp 26,750","Rp 76,237,500","Rp 60,990,000","Rp 15,247,500",20 May 2025,20%
Enterprise,Cambodia,Sari Roti,None," 2,009 ","Rp 7,800","Rp 9,750","Rp 19,587,750","Rp 15,670,200","Rp 3,917,550",20 May 2025,20%
Enterprise,Cambodia,Tango,None, 489 ,"Rp 14,400","Rp 18,000","Rp 8,802,000","Rp 7,041,600","Rp 1,760,400",24 May 2025,20%
Enterprise,Vietnam,Sari Roti,None," 1,979 ","Rp 11,700","Rp 14,625","Rp 28,942,875","Rp 23,154,300","Rp 5,788,575",26 May 2025,20%
Enterprise,Singapore,Indomie,None, 241 ,"Rp 21,200","Rp 26,500","Rp 6,386,500","Rp 5,109,200","Rp 1,277,300",27 May 2025,20%
Enterprise,Indonesia,Gula Gulaku,None," 1,405 ","Rp 6,100","Rp 7,625","Rp 10,713,125","Rp 8,570,500","Rp 2,142,625",30 May 2025,20%
Enterprise,Malaysia,Gula Gulaku,None," 1,260 ","Rp 18,100","Rp 22,625","Rp 28,507,500","Rp 22,806,000","Rp 5,701,500",30 May 2025,20%
Enterprise,Malaysia,Chitato,None," 1,065 ","Rp 12,500","Rp 15,625","Rp 16,640,625","Rp 13,312,500","Rp 3,328,125",2 Jun 2025,20%
Enterprise,Brunei,Ultra Milk,None," 1,123 ","Rp 23,900","Rp 29,875","Rp 33,549,625","Rp 26,839,700","Rp 6,709,925",3 Jun 2025,20%
Enterprise,Philippines,Teh Botol,None," 2,465 ","Rp 3,400","Rp 4,250","Rp 10,476,250","Rp 8,381,000","Rp 2,095,250",4 Jun 2025,20%
Enterprise,Philippines,Ultra Milk,None," 2,825 ","Rp 21,500","Rp 26,875","Rp 75,921,875","Rp 60,737,500","Rp 15,184,375",5 Jun 2025,20%
Enterprise,Vietnam,Indomie,None," 2,709 ","Rp 16,500","Rp 20,625","Rp 55,873,125","Rp 44,698,500","Rp 11,174,625",6 Jun 2025,20%
Enterprise,Myanmar,Ultra Milk,None," 1,631 ","Rp 4,800","Rp 6,000","Rp 9,786,000","Rp 7,828,800","Rp 1,957,200",7 Jun 2025,20%
Enterprise,Malaysia,Tango,None," 1,704 ","Rp 8,600","Rp 10,750","Rp 18,318,000","Rp 14,654,400","Rp 3,663,600",7 Jun 2025,20%
Enterprise,Myanmar,Chitato,None," 1,410 ","Rp 21,300","Rp 26,625","Rp 37,541,250","Rp 30,033,000","Rp 7,508,250",9 Jun 2025,20%
Enterprise,Philippines,Nugget Fiesta,None, 638 ,"Rp 15,500","Rp 19,375","Rp 12,361,250","Rp 9,889,000","Rp 2,472,250",11 Jun 2025,20%
Enterprise,Brunei,Gula Gulaku,None," 2,481 ","Rp 1,700","Rp 2,125","Rp 5,272,125","Rp 4,217,700","Rp 1,054,425",11 Jun 2025,20%
Enterprise,Singapore,Indomie,None," 1,715 ","Rp 21,100","Rp 26,375","Rp 45,233,125","Rp 36,186,500","Rp 9,046,625",11 Jun 2025,20%
Enterprise,Myanmar,Ultra Milk,None," 2,915 ","Rp 24,000","Rp 30,000","Rp 87,450,000","Rp 69,960,000","Rp 17,490,000",14 Jun 2025,20%
Enterprise,Cambodia,Gula Gulaku,None," 1,701 ","Rp 2,800","Rp 3,500","Rp 5,953,500","Rp 4,762,800","Rp 1,190,700",16 Jun 2025,20%
Enterprise,Malaysia,Tango,None," 1,492 ","Rp 9,100","Rp 11,375","Rp 16,971,500","Rp 13,577,200","Rp 3,394,300",16 Jun 2025,20%
Enterprise,Malaysia,Indomie,None," 2,163 ","Rp 10,400","Rp 13,000","Rp 28,119,000","Rp 22,495,200","Rp 5,623,800",18 Jun 2025,20%
Enterprise,Brunei,Indomie,None," 1,727 ","Rp 6,000","Rp 7,500","Rp 12,952,500","Rp 10,362,000","Rp 2,590,500",22 Jun 2025,20%
Enterprise,Singapore,Teh Botol,None, 287 ,"Rp 24,000","Rp 30,000","Rp 8,610,000","Rp 6,888,000","Rp 1,722,000",23 Jun 2025,20%
Enterprise,Brunei,Ultra Milk,None," 1,941 ","Rp 18,300","Rp 22,875","Rp 44,400,375","Rp 35,520,300","Rp 8,880,075",27 Jun 2025,20%
Enterprise,Laos,Aqua,None, 232 ,"Rp 11,800","Rp 14,750","Rp 3,422,000","Rp 2,737,600","Rp 684,400",27 Jun 2025,20%
Enterprise,Malaysia,Teh Botol,None," 2,405 ","Rp 19,100","Rp 23,875","Rp 57,419,375","Rp 45,935,500","Rp 11,483,875",28 Jun 2025,20%
Enterprise,Vietnam,Teh Botol,None," 1,226 ","Rp 22,000","Rp 27,500","Rp 33,715,000","Rp 26,972,000","Rp 6,743,000",30 Jun 2025,20%
Enterprise,Vietnam,Tango,None," 2,104 ","Rp 8,200","Rp 10,250","Rp 21,566,000","Rp 17,252,800","Rp 4,313,200",1 Jul 2025,20%
Enterprise,Cambodia,Nugget Fiesta,None," 1,640 ","Rp 15,000","Rp 18,750","Rp 30,750,000","Rp 24,600,000","Rp 6,150,000",3 Jul 2025,20%
Enterprise,Vietnam,Indomie,None, 637 ,"Rp 17,400","Rp 21,750","Rp 13,854,750","Rp 11,083,800","Rp 2,770,950",5 Jul 2025,20%
Enterprise,Indonesia,Biskuat,None, 594 ,"Rp 12,000","Rp 15,000","Rp 8,910,000","Rp 7,128,000","Rp 1,782,000",10 Jul 2025,20%
Enterprise,Philippines,Aqua,None, 497 ,"Rp 24,700","Rp 30,875","Rp 15,344,875","Rp 12,275,900","Rp 3,068,975",12 Jul 2025,20%
Enterprise,Myanmar,Tango,None, 594 ,"Rp 18,900","Rp 23,625","Rp 14,033,250","Rp 11,226,600","Rp 2,806,650",12 Jul 2025,20%
Enterprise,Malaysia,Chitato,None," 2,293 ","Rp 19,000","Rp 23,750","Rp 54,458,750","Rp 43,567,000","Rp 10,891,750",19 Jul 2025,20%
Enterprise,Myanmar,Nugget Fiesta,None," 1,547 ","Rp 10,304","Rp 12,875","Rp 19,917,625","Rp 15,940,288","Rp 3,977,337",21 Jul 2025,20%
Enterprise,Cambodia,Nugget Fiesta,None," 2,478 ","Rp 18,300","Rp 22,875","Rp 56,684,250","Rp 45,347,400","Rp 11,336,850",26 Jul 2025,20%
Enterprise,Laos,Aqua,None, 923 ,"Rp 22,100","Rp 27,625","Rp 25,497,875","Rp 20,398,300","Rp 5,099,575",2 Aug 2025,20%
Enterprise,Cambodia,Nugget Fiesta,None, 330 ,"Rp 17,200","Rp 21,500","Rp 7,095,000","Rp 5,676,000","Rp 1,419,000",4 Aug 2025,20%
Enterprise,Indonesia,Aqua,None," 1,417 ","Rp 2,300","Rp 2,875","Rp 4,073,875","Rp 3,259,100","Rp 814,775",6 Aug 2025,20%
Enterprise,Brunei,Aqua,None," 1,189 ","Rp 14,500","Rp 18,125","Rp 21,550,625","Rp 17,240,500","Rp 4,310,125",7 Aug 2025,20%
Enterprise,Laos,Chitato,None," 1,806 ","Rp 22,200","Rp 27,750","Rp 50,116,500","Rp 40,093,200","Rp 10,023,300",8 Aug 2025,20%
Enterprise,Malaysia,Biskuat,None," 1,378 ","Rp 19,300","Rp 24,125","Rp 33,244,250","Rp 26,595,400","Rp 6,648,850",9 Aug 2025,20%
Enterprise,Vietnam,Teh Botol,None," 2,276 ","Rp 12,700","Rp 15,875","Rp 36,131,500","Rp 28,905,200","Rp 7,226,300",9 Aug 2025,20%
Enterprise,Malaysia,Nugget Fiesta,None," 2,713 ","Rp 15,000","Rp 18,750","Rp 50,868,750","Rp 40,695,000","Rp 10,173,750",14 Aug 2025,20%
Enterprise,Brunei,Ultra Milk,None," 2,586 ","Rp 4,300","Rp 5,375","Rp 13,899,750","Rp 11,119,800","Rp 2,779,950",15 Aug 2025,20%
Enterprise,Indonesia,Teh Botol,None," 2,108 ","Rp 17,500","Rp 21,875","Rp 46,112,500","Rp 36,890,000","Rp 9,222,500",15 Aug 2025,20%
Enterprise,Malaysia,Indomie,None," 2,302 ","Rp 16,000","Rp 20,000","Rp 46,040,000","Rp 36,832,000","Rp 9,208,000",16 Aug 2025,20%
Enterprise,Laos,Ultra Milk,None, 752 ,"Rp 21,900","Rp 27,375","Rp 20,586,000","Rp 16,468,800","Rp 4,117,200",17 Aug 2025,20%
Enterprise,Myanmar,Chitato,None," 2,485 ","Rp 4,100","Rp 5,125","Rp 12,735,625","Rp 10,188,500","Rp 2,547,125",18 Aug 2025,20%
Enterprise,Malaysia,Sari Roti,None, 694 ,"Rp 23,900","Rp 29,875","Rp 20,733,250","Rp 16,586,600","Rp 4,146,650",20 Aug 2025,20%
Enterprise,Vietnam,Teh Botol,None," 2,072 ","Rp 14,700","Rp 18,375","Rp 38,073,000","Rp 30,458,400","Rp 7,614,600",21 Aug 2025,20%
Enterprise,Indonesia,Gula Gulaku,None," 2,813 ","Rp 19,500","Rp 24,375","Rp 68,566,875","Rp 54,853,500","Rp 13,713,375",24 Aug 2025,20%
Enterprise,Thailand,Teh Botol,None," 1,887 ","Rp 5,300","Rp 6,625","Rp 12,501,375","Rp 10,001,100","Rp 2,500,275",24 Aug 2025,20%
Enterprise,Thailand,Chitato,None," 1,968 ","Rp 24,000","Rp 30,000","Rp 59,040,000","Rp 47,232,000","Rp 11,808,000",25 Aug 2025,20%
Enterprise,Cambodia,Aqua,None," 2,580 ","Rp 20,300","Rp 25,375","Rp 65,467,500","Rp 52,374,000","Rp 13,093,500",25 Aug 2025,20%
Enterprise,Singapore,Nugget Fiesta,None," 2,513 ","Rp 2,900","Rp 3,625","Rp 9,109,625","Rp 7,287,700","Rp 1,821,925",25 Aug 2025,20%
Enterprise,Indonesia,Biskuat,None," 2,546 ","Rp 10,000","Rp 12,500","Rp 31,825,000","Rp 25,460,000","Rp 6,365,000",27 Aug 2025,20%
Enterprise,Brunei,Tango,None, 359 ,"Rp 4,500","Rp 5,625","Rp 2,019,375","Rp 1,615,500","Rp 403,875",28 Aug 2025,20%
Enterprise,Myanmar,Chitato,None," 2,646 ","Rp 16,500","Rp 20,625","Rp 54,573,750","Rp 43,659,000","Rp 10,914,750",30 Aug 2025,20%
Enterprise,Indonesia,Ultra Milk,None," 2,080 ","Rp 7,300","Rp 9,125","Rp 18,980,000","Rp 15,184,000","Rp 3,796,000",30 Aug 2025,20%
Enterprise,Thailand,Ultra Milk,None," 1,333 ","Rp 7,000","Rp 8,750","Rp 11,663,750","Rp 9,331,000","Rp 2,332,750",31 Aug 2025,20%
Enterprise,Thailand,Biskuat,None, 339 ,"Rp 9,800","Rp 12,250","Rp 4,152,750","Rp 3,322,200","Rp 830,550",31 Aug 2025,20%
Enterprise,Malaysia,Biskuat,None, 989 ,"Rp 14,400","Rp 18,000","Rp 17,802,000","Rp 14,241,600","Rp 3,560,400",2 Sep 2025,20%
Enterprise,Myanmar,Tango,None, 373 ,"Rp 12,100","Rp 15,125","Rp 5,641,625","Rp 4,513,300","Rp 1,128,325",2 Sep 2025,20%
Enterprise,Singapore,Biskuat,None," 1,838 ","Rp 2,700","Rp 3,375","Rp 6,203,250","Rp 4,962,600","Rp 1,240,650",5 Sep 2025,20%
Enterprise,Vietnam,Tango,None, 941 ,"Rp 6,800","Rp 8,500","Rp 7,998,500","Rp 6,398,800","Rp 1,599,700",5 Sep 2025,20%
Enterprise,Malaysia,Sari Roti,None, 489 ,"Rp 14,500","Rp 18,125","Rp 8,863,125","Rp 7,090,500","Rp 1,772,625",6 Sep 2025,20%
Enterprise,Indonesia,Nugget Fiesta,None, 134 ,"Rp 4,100","Rp 5,125","Rp 686,750","Rp 549,400","Rp 137,350",6 Sep 2025,20%
Enterprise,Thailand,Aqua,None," 1,973 ","Rp 17,100","Rp 21,375","Rp 42,172,875","Rp 33,738,300","Rp 8,434,575",6 Sep 2025,20%
Enterprise,Thailand,Sari Roti,None," 2,164 ","Rp 8,800","Rp 11,000","Rp 23,804,000","Rp 19,043,200","Rp 4,760,800",9 Sep 2025,20%
Enterprise,Thailand,Ultra Milk,None," 1,313 ","Rp 12,500","Rp 15,625","Rp 20,515,625","Rp 16,412,500","Rp 4,103,125",12 Sep 2025,20%
Enterprise,Laos,Sari Roti,None, 700 ,"Rp 19,300","Rp 24,125","Rp 16,887,500","Rp 13,510,000","Rp 3,377,500",13 Sep 2025,20%
Enterprise,Brunei,Gula Gulaku,None," 1,707 ","Rp 10,800","Rp 13,500","Rp 23,044,500","Rp 18,435,600","Rp 4,608,900",13 Sep 2025,20%
Enterprise,Malaysia,Aqua,None," 1,240 ","Rp 18,600","Rp 23,250","Rp 28,830,000","Rp 23,064,000","Rp 5,766,000",13 Sep 2025,20%
Enterprise,Singapore,Biskuat,None," 1,131 ","Rp 17,500","Rp 21,875","Rp 24,740,625","Rp 19,792,500","Rp 4,948,125",16 Sep 2025,20%
Enterprise,Cambodia,Aqua,None," 2,758 ","Rp 8,800","Rp 11,000","Rp 30,338,000","Rp 24,270,400","Rp 6,067,600",17 Sep 2025,20%
Enterprise,Brunei,Biskuat,None, 702 ,"Rp 4,100","Rp 5,125","Rp 3,597,750","Rp 2,878,200","Rp 719,550",18 Sep 2025,20%
Enterprise,Thailand,Ultra Milk,None, 353 ,"Rp 5,100","Rp 6,375","Rp 2,250,375","Rp 1,800,300","Rp 450,075",20 Sep 2025,20%
Enterprise,Indonesia,Gula Gulaku,None, 196 ,"Rp 9,700","Rp 12,125","Rp 2,376,500","Rp 1,901,200","Rp 475,300",27 Sep 2025,20%
Enterprise,Thailand,Chitato,None, 992 ,"Rp 10,900","Rp 13,625","Rp 13,516,000","Rp 10,812,800","Rp 2,703,200",27 Sep 2025,20%
Enterprise,Singapore,Indomie,None, 178 ,"Rp 10,100","Rp 12,625","Rp 2,247,250","Rp 1,797,800","Rp 449,450",28 Sep 2025,20%
Enterprise,Singapore,Indomie,None," 1,776 ","Rp 16,600","Rp 20,750","Rp 36,852,000","Rp 29,481,600","Rp 7,370,400",29 Sep 2025,20%
Enterprise,Thailand,Tango,None," 2,935 ","Rp 17,300","Rp 21,625","Rp 63,469,375","Rp 50,775,500","Rp 12,693,875",29 Sep 2025,20%
Enterprise,Indonesia,Chitato,None," 2,149 ","Rp 18,100","Rp 22,625","Rp 48,621,125","Rp 38,896,900","Rp 9,724,225",29 Sep 2025,20%
Enterprise,Myanmar,Biskuat,None," 1,191 ","Rp 2,400","Rp 3,000","Rp 3,573,000","Rp 2,858,400","Rp 714,600",30 Sep 2025,20%
Enterprise,Vietnam,Ultra Milk,None," 2,165 ","Rp 9,000","Rp 11,250","Rp 24,356,250","Rp 19,485,000","Rp 4,871,250",30 Sep 2025,20%
Enterprise,Myanmar,Tango,None," 1,812 ","Rp 14,700","Rp 18,375","Rp 33,295,500","Rp 26,636,400","Rp 6,659,100",5 Oct 2025,20%
Enterprise,Malaysia,Teh Botol,None, 997 ,"Rp 12,700","Rp 15,875","Rp 15,827,375","Rp 12,661,900","Rp 3,165,475",7 Oct 2025,20%
Enterprise,Indonesia,Chitato,None, 507 ,"Rp 13,600","Rp 17,000","Rp 8,619,000","Rp 6,895,200","Rp 1,723,800",7 Oct 2025,20%
Enterprise,Indonesia,Biskuat,None," 1,450 ","Rp 3,200","Rp 4,000","Rp 5,800,000","Rp 4,640,000","Rp 1,160,000",7 Oct 2025,20%
Enterprise,Vietnam,Biskuat,None, 848 ,"Rp 17,700","Rp 22,125","Rp 18,762,000","Rp 15,009,600","Rp 3,752,400",10 Oct 2025,20%
Enterprise,Philippines,Teh Botol,None," 2,484 ","Rp 22,134","Rp 27,625","Rp 68,620,500","Rp 54,980,856","Rp 13,639,644",10 Oct 2025,20%
Enterprise,Philippines,Tango,None," 2,314 ","Rp 10,300","Rp 12,875","Rp 29,792,750","Rp 23,834,200","Rp 5,958,550",11 Oct 2025,20%
Enterprise,Vietnam,Sari Roti,None," 2,031 ","Rp 19,200","Rp 24,000","Rp 48,744,000","Rp 38,995,200","Rp 9,748,800",12 Oct 2025,20%
Enterprise,Vietnam,Aqua,None," 1,588 ","Rp 19,300","Rp 24,125","Rp 38,310,500","Rp 30,648,400","Rp 7,662,100",12 Oct 2025,20%
Enterprise,Vietnam,Aqua,None," 2,454 ","Rp 1,700","Rp 2,125","Rp 5,214,750","Rp 4,171,800","Rp 1,042,950",12 Oct 2025,20%
Enterprise,Laos,Indomie,None, 664 ,"Rp 21,400","Rp 26,750","Rp 17,762,000","Rp 14,209,600","Rp 3,552,400",13 Oct 2025,20%
Enterprise,Cambodia,Teh Botol,None, 609 ,"Rp 22,900","Rp 28,625","Rp 17,432,625","Rp 13,946,100","Rp 3,486,525",13 Oct 2025,20%
Enterprise,Vietnam,Biskuat,None, 413 ,"Rp 21,900","Rp 27,375","Rp 11,305,875","Rp 9,044,700","Rp 2,261,175",13 Oct 2025,20%
Enterprise,Myanmar,Chitato,None," 1,056 ","Rp 4,500","Rp 5,625","Rp 5,940,000","Rp 4,752,000","Rp 1,188,000",15 Oct 2025,20%
Enterprise,Brunei,Nugget Fiesta,None, 347 ,"Rp 10,000","Rp 12,500","Rp 4,337,500","Rp 3,470,000","Rp 867,500",15 Oct 2025,20%
Enterprise,Cambodia,Indomie,None," 1,091 ","Rp 10,200","Rp 12,750","Rp 13,910,250","Rp 11,128,200","Rp 2,782,050",18 Oct 2025,20%
Enterprise,Brunei,Tango,None," 2,530 ","Rp 23,600","Rp 29,500","Rp 74,635,000","Rp 59,708,000","Rp 14,927,000",20 Oct 2025,20%
Enterprise,Myanmar,Gula Gulaku,None," 2,137 ","Rp 3,300","Rp 4,125","Rp 8,815,125","Rp 7,052,100","Rp 1,763,025",22 Oct 2025,20%
Enterprise,Thailand,Teh Botol,None," 2,586 ","Rp 16,300","Rp 20,375","Rp 52,689,750","Rp 42,151,800","Rp 10,537,950",22 Oct 2025,20%
Enterprise,Vietnam,Nugget Fiesta,None," 1,508 ","Rp 19,800","Rp 24,750","Rp 37,323,000","Rp 29,858,400","Rp 7,464,600",23 Oct 2025,20%
Enterprise,Cambodia,Ultra Milk,None, 898 ,"Rp 7,700","Rp 9,625","Rp 8,643,250","Rp 6,914,600","Rp 1,728,650",23 Oct 2025,20%
Enterprise,Singapore,Biskuat,None," 2,704 ","Rp 24,100","Rp 30,125","Rp 81,458,000","Rp 65,166,400","Rp 16,291,600",25 Oct 2025,20%
Enterprise,Indonesia,Gula Gulaku,None," 1,175 ","Rp 3,100","Rp 3,875","Rp 4,553,125","Rp 3,642,500","Rp 910,625",26 Oct 2025,20%
Enterprise,Singapore,Aqua,None," 1,855 ","Rp 3,700","Rp 4,625","Rp 8,579,375","Rp 6,863,500","Rp 1,715,875",28 Oct 2025,20%
Enterprise,Laos,Sari Roti,None, 891 ,"Rp 11,500","Rp 14,375","Rp 12,808,125","Rp 10,246,500","Rp 2,561,625",29 Oct 2025,20%
Enterprise,Philippines,Aqua,None," 2,511 ","Rp 6,800","Rp 8,500","Rp 21,343,500","Rp 17,074,800","Rp 4,268,700",29 Oct 2025,20%
Enterprise,Cambodia,Sari Roti,None, 152 ,"Rp 11,700","Rp 14,625","Rp 2,223,000","Rp 1,778,400","Rp 444,600",31 Oct 2025,20%
Enterprise,Singapore,Ultra Milk,None, 204 ,"Rp 18,000","Rp 22,500","Rp 4,590,000","Rp 3,672,000","Rp 918,000",1 Nov 2025,20%
Enterprise,Myanmar,Biskuat,None, 517 ,"Rp 20,000","Rp 25,000","Rp 12,925,000","Rp 10,340,000","Rp 2,585,000",1 Nov 2025,20%
Enterprise,Vietnam,Sari Roti,None, 244 ,"Rp 19,000","Rp 23,750","Rp 5,795,000","Rp 4,636,000","Rp 1,159,000",2 Nov 2025,20%
Enterprise,Laos,Biskuat,None," 2,651 ","Rp 18,500","Rp 23,125","Rp 61,304,375","Rp 49,043,500","Rp 12,260,875",4 Nov 2025,20%
Enterprise,Singapore,Gula Gulaku,None," 1,049 ","Rp 5,300","Rp 6,625","Rp 6,949,625","Rp 5,559,700","Rp 1,389,925",5 Nov 2025,20%
Enterprise,Singapore,Gula Gulaku,None," 1,319 ","Rp 2,100","Rp 2,625","Rp 3,462,375","Rp 2,769,900","Rp 692,475",7 Nov 2025,20%
Enterprise,Singapore,Chitato,None, 829 ,"Rp 7,700","Rp 9,625","Rp 7,979,125","Rp 6,383,300","Rp 1,595,825",7 Nov 2025,20%
Enterprise,Indonesia,Biskuat,None," 1,138 ","Rp 20,900","Rp 26,125","Rp 29,730,250","Rp 23,784,200","Rp 5,946,050",8 Nov 2025,20%
Enterprise,Philippines,Indomie,None," 2,836 ","Rp 13,800","Rp 17,250","Rp 48,921,000","Rp 39,136,800","Rp 9,784,200",9 Nov 2025,20%
Enterprise,Thailand,Aqua,None," 1,130 ","Rp 12,500","Rp 15,625","Rp 17,656,250","Rp 14,125,000","Rp 3,531,250",9 Nov 2025,20%
Enterprise,Cambodia,Gula Gulaku,None, 800 ,"Rp 15,100","Rp 18,875","Rp 15,100,000","Rp 12,080,000","Rp 3,020,000",10 Nov 2025,20%
Enterprise,Cambodia,Chitato,None," 2,429 ","Rp 21,200","Rp 26,500","Rp 64,368,500","Rp 51,494,800","Rp 12,873,700",11 Nov 2025,20%
Enterprise,Indonesia,Nugget Fiesta,None," 1,681 ","Rp 16,400","Rp 20,500","Rp 34,460,500","Rp 27,568,400","Rp 6,892,100",15 Nov 2025,20%
Enterprise,Myanmar,Indomie,None, 360 ,"Rp 10,000","Rp 12,500","Rp 4,500,000","Rp 3,600,000","Rp 900,000",16 Nov 2025,20%
Enterprise,Philippines,Indomie,None," 2,344 ","Rp 14,200","Rp 17,750","Rp 41,606,000","Rp 33,284,800","Rp 8,321,200",17 Nov 2025,20%
Enterprise,Thailand,Sari Roti,None," 1,594 ","Rp 4,600","Rp 5,750","Rp 9,165,500","Rp 7,332,400","Rp 1,833,100",20 Nov 2025,20%
Enterprise,Singapore,Biskuat,None, 769 ,"Rp 23,200","Rp 29,000","Rp 22,301,000","Rp 17,840,800","Rp 4,460,200",23 Nov 2025,20%
Enterprise,Myanmar,Indomie,None, 760 ,"Rp 12,000","Rp 15,000","Rp 11,400,000","Rp 9,120,000","Rp 2,280,000",23 Nov 2025,20%
Enterprise,Myanmar,Sari Roti,None," 1,460 ","Rp 18,700","Rp 23,375","Rp 34,127,500","Rp 27,302,000","Rp 6,825,500",25 Nov 2025,20%
Enterprise,Malaysia,Sari Roti,None," 2,649 ","Rp 6,400","Rp 8,000","Rp 21,192,000","Rp 16,953,600","Rp 4,238,400",27 Nov 2025,20%
Enterprise,Philippines,Tango,None, 979 ,"Rp 19,200","Rp 24,000","Rp 23,496,000","Rp 18,796,800","Rp 4,699,200",28 Nov 2025,20%
Enterprise,Indonesia,Sari Roti,None," 2,770 ","Rp 4,700","Rp 5,875","Rp 16,273,750","Rp 13,019,000","Rp 3,254,750",29 Nov 2025,20%
Enterprise,Vietnam,Tango,None, 973 ,"Rp 15,500","Rp 19,375","Rp 18,851,875","Rp 15,081,500","Rp 3,770,375",1 Dec 2025,20%
Enterprise,Laos,Nugget Fiesta,None," 1,975 ","Rp 20,300","Rp 25,375","Rp 50,115,625","Rp 40,092,500","Rp 10,023,125",3 Dec 2025,20%
Enterprise,Laos,Chitato,None," 1,001 ","Rp 10,100","Rp 12,625","Rp 12,637,625","Rp 10,110,100","Rp 2,527,525",14 Dec 2025,20%
Enterprise,Laos,Ultra Milk,None," 1,790 ","Rp 19,100","Rp 23,875","Rp 42,736,250","Rp 34,189,000","Rp 8,547,250",15 Dec 2025,20%
Enterprise,Philippines,Tango,None, 752 ,"Rp 2,800","Rp 3,500","Rp 2,632,000","Rp 2,105,600","Rp 526,400",17 Dec 2025,20%
Enterprise,Myanmar,Sari Roti,None," 2,048 ","Rp 3,000","Rp 3,750","Rp 7,680,000","Rp 6,144,000","Rp 1,536,000",19 Dec 2025,20%
Enterprise,Malaysia,Indomie,None," 1,637 ","Rp 20,400","Rp 25,500","Rp 41,743,500","Rp 33,394,800","Rp 8,348,700",19 Dec 2025,20%
Enterprise,Laos,Indomie,None," 1,002 ","Rp 9,700","Rp 12,125","Rp 12,149,250","Rp 9,719,400","Rp 2,429,850",22 Dec 2025,20%
